SMILES,sample-id,1H_NMR,13C_NMR,HSQC,COSY
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,AZ10175972,"[(2.3135503, 0.5), (2.3303003, 1.0), (2.3470503000000003, 0.5), (3.1234761, 0.5), (3.1402261, 1.0), (3.1569761, 0.5), (7.428686600000001, 0.25), (7.4486866, 0.5), (7.4642973, 0.25), (7.4686866, 0.25), (7.4842973, 0.5), (7.504297299999999, 0.25), (7.590560000000001, 0.25), (7.61056, 0.5), (7.63056, 0.25), (7.704358600000001, 0.5), (7.7105756, 0.5), (7.7243586, 0.5), (7.7305756, 0.5), (7.751428000000001, 0.5), (7.755717000000001, 0.5), (7.771428, 0.5), (7.775717, 0.5), (7.8124957, 0.5), (7.81653, 0.5), (7.8324957, 0.5), (7.83653, 0.5)]","[27.31594, 33.59211, 126.369655, 126.4690625, 129.32473, 129.52202, 129.85715, 137.40431, 138.1164, 144.38347, 177.31654, 198.31378]","[[2.3303003, 27.31594], [3.1402261, 33.59211], [7.46649195, 129.85715], [7.61056, 129.52202], [7.7274671, 126.369655], [7.7735725, 129.32473], [7.834512849999999, 126.4690625]]","[(2.3303003, 2.3303003), (2.3303003, 3.1402261), (3.1402261, 3.1402261), (3.1402261, 2.3303003), (7.4486866, 7.7243586), (7.4486866, 7.4486866), (7.4486866, 7.61056), (7.4842973, 7.7305756), (7.4842973, 7.61056), (7.4842973, 7.4842973), (7.61056, 7.4842973), (7.61056, 7.4486866), (7.61056, 7.61056), (7.7243586, 7.7243586), (7.7243586, 7.4486866), (7.7305756, 7.4842973), (7.7305756, 7.7305756), (7.771428, 7.83653), (7.771428, 7.771428), (7.775717, 7.775717), (7.775717, 7.8324957), (7.8324957, 7.775717), (7.8324957, 7.8324957), (7.83653, 7.83653), (7.83653, 7.771428)]"
O=C(O)c1ccccc1Nc1ccccc1,AZ10034756,"[(6.995711300000001, 0.25), (7.0157113, 0.5), (7.0357113, 0.25), (7.1811566000000004, 0.25), (7.18482, 0.25), (7.1934233, 0.25), (7.2011566, 0.5), (7.20482, 0.5), (7.2134233, 0.5), (7.2211566, 0.25), (7.224819999999999, 0.25), (7.233423299999999, 0.25), (7.255579, 0.25), (7.275579, 0.5), (7.278822000000001, 0.5), (7.295578999999999, 0.25), (7.298822, 0.5), (7.3003907, 0.5), (7.3005320000000005, 0.5), (7.3203907, 0.5), (7.320532, 0.5), (7.7594495000000006, 0.5), (7.7794495, 0.5)]","[115.48843, 116.626537, 117.67146, 119.352165, 119.99384, 128.32608, 132.48882, 134.7399, 142.60097, 147.3779, 171.21696]","[[7.0157113, 117.67146], [7.2011566, 119.99384], [7.20912165, 128.32608], [7.275579, 134.7399], [7.309677000000001, 116.626537], [7.3203907, 119.352165], [7.7794495, 132.48882]]","[(7.0157113, 7.275579), (7.0157113, 7.7794495), (7.0157113, 7.0157113), (7.2011566, 7.2134233), (7.2011566, 7.20482), (7.2011566, 7.2011566), (7.20482, 7.2011566), (7.20482, 7.298822), (7.20482, 7.20482), (7.2134233, 7.2011566), (7.2134233, 7.320532), (7.2134233, 7.2134233), (7.275579, 7.0157113), (7.275579, 7.275579), (7.275579, 7.3203907), (7.298822, 7.20482), (7.298822, 7.298822), (7.3203907, 7.275579), (7.3203907, 7.3203907), (7.320532, 7.2134233), (7.320532, 7.320532), (7.7794495, 7.7794495), (7.7794495, 7.0157113)]"
