sample-id,shifts,SN_Number,AZ_Number,SMILES
30_SN0153719205,"[[0.85, 0.2033746373555064], [0.86, 0.20343643721506485], [2.03, 0.048384153217499455], [2.05, 1.0], [2.05, 0.08000073216463514], [2.22, 0.013019942503352642], [2.24, 0.04140818642773359], [2.25, 0.03798905519882657], [2.26, 0.00825341645485986], [3.55, 0.025879677708247093], [3.57, 0.027932811123319], [3.58, 0.02864791984492467], [3.59, 0.030673632348868225], [3.89, 0.031087528128078124], [3.9, 0.0327155757985822], [3.92, 0.026506063778099668], [3.92, 0.02741567289209965], [6.91, 0.07031146746192608], [6.92, 0.1412940142929576], [6.94, 0.07780931145159078], [6.99, 0.11560037186480875], [7.01, 0.13466379559344996], [7.13, 0.15922495545655585], [7.15, 0.13319522323008937], [7.17, 0.07338422781418519], [7.18, 0.0785759824381618], [7.18, 0.1064817661539847], [7.2, 0.056460909663759544]]",SN0153719205,AZ10096198,C[C@H](CN(C)C)CN1c2ccccc2Sc2ccccc21
34_SN1013197435,"[[2.06, 1.0], [2.86, 0.14244762975901934], [2.87, 0.14256519313549695], [6.22, 0.05694930605961646], [6.23, 0.12836586345277612], [6.24, 0.05618680780274542], [7.09, 0.20243478152154684], [7.1, 0.20907001194291822], [7.45, 0.1984961844537002], [7.46, 0.2067682878609508], [7.52, 0.029976529666073882], [7.52, 0.06960216097641049], [7.52, 0.027387008765717313], [7.53, 0.04949016059166481], [7.53, 0.018065243103303406], [7.54, 0.01920694592138732], [8.25, 0.04562110272615401], [8.5, 0.024618410962290484], [8.51, 0.02718911597088973]]",SN1013197435,AZ12228081,[H]/C(CN(C)C)=C(\c1ccc(Br)cc1)c1cccnc1
13_SN0016620489,"[[6.76, 0.21417621920894622], [6.77, 0.4767433089600741], [6.79, 0.23087119462435501], [7.05, 0.21811597763410567], [7.07, 0.46659308780217695], [7.08, 0.2577076167469658], [7.21, 0.35846085246378956], [7.23, 1.0], [7.24, 0.866240617001911], [7.34, 0.6464654262562586], [7.35, 0.6555853989368271], [7.36, 0.529435240934512], [7.38, 0.3878868687713212], [7.39, 0.18500280005615363], [7.9, 0.358348790178936], [7.91, 0.33631721745526605]]",SN0016620489,AZ10034756,O=C(O)c1ccccc1Nc1ccccc1
2_SN0150382857,"[[2.12, 1.0], [2.23, 0.004654951300115308], [2.39, 0.009912435185751073], [4.25, 0.33476052645955845], [7.17, 0.06015886134895355], [7.18, 0.15770835433123853], [7.19, 0.10392163371890682], [7.27, 0.16732105158123625], [7.28, 0.3351443306444369], [7.29, 0.19461366977271774], [7.32, 0.31933842287762904], [7.34, 0.45498860210566405], [7.37, 0.22445149160672775], [7.39, 0.24068351709267877], [7.42, 0.3970254510500021], [7.44, 0.338013217270181]]",SN0150382857,AZ10169773,[H][C@@](c1ccccc1)(c1ccc(Cl)cc1)N1CCN(C)CC1
28_SN0013872791,"[[2.65, 0.2068600618967778], [2.66, 0.478270696661853], [2.68, 0.23954675117863927], [2.99, 0.3401064553544278], [3.0, 0.683416949623457], [3.01, 0.28871768075285886], [7.31, 0.048962803835451346], [7.32, 0.08930408436879997], [7.32, 0.05746941856299701], [7.32, 0.13824491496209232], [7.33, 0.12742062621075564], [7.33, 0.5162444704454882], [7.34, 0.26310690344860976], [7.34, 0.4747487507139411], [7.34, 0.1793599009740174], [7.35, 0.11560122668645145], [7.35, 0.07321109372301729], [7.36, 0.126895477769186], [7.36, 0.7569124574142497], [7.36, 0.5622336158429736], [7.37, 0.8758096620616622], [7.37, 0.39529900379981153], [7.37, 0.39741103904886915], [7.37, 0.1949751325806822], [7.38, 1.0], [7.38, 0.10308166470886969], [7.38, 0.0508386130775398], [7.39, 0.29882419722334513], [7.39, 0.2699964110733329], [7.4, 0.08453616749615847], [7.4, 0.9182780250140729], [7.41, 0.18571782843198623], [7.41, 0.39248847113162205], [7.41, 0.1040855229373257], [7.47, 0.4526826951225824], [7.47, 0.05145973355772765], [7.48, 0.21417503261144713], [7.48, 0.8575765680759129], [7.49, 0.41155672096354184], [7.49, 0.7055318354370631], [7.49, 0.12253260733979449], [7.5, 0.059608275364457], [7.51, 0.2332997060110906], [7.51, 0.7660638411740222], [7.51, 0.48679549956564316], [7.52, 0.41474257040892276], [7.52, 0.7548415102453075], [7.52, 0.12103817778782837]]",SN0013872791,AZ10011150,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
42_SN1053693135,"[[1.04, 0.24704357297877408], [1.05, 0.5044960478979337], [1.06, 0.24884048972372774], [1.48, 0.013001119467142065], [1.49, 0.01483643515684689], [1.49, 0.011156919944693616], [1.5, 0.013599411890793705], [1.5, 0.012371254917447578], [1.5, 0.015773839251384158], [1.51, 0.015966663227514173], [1.51, 0.01297226659815119], [1.51, 0.0183202324461555], [1.52, 0.02034144184308605], [1.52, 0.02907615148229134], [1.53, 0.021520652682424864], [1.53, 0.014018799161697694], [1.54, 0.022102053772204696], [1.59, 0.0070795164593229955], [1.59, 0.009682133578727941], [1.6, 0.008120560481127477], [1.6, 0.007995088400944908], [1.6, 0.010349659555870855], [1.61, 0.01894684473826081], [1.61, 0.026526542021711504], [1.62, 0.012029566955735415], [1.62, 0.0035576423524484612], [1.63, 0.0042594794933804095], [1.63, 0.017252925599648115], [1.63, 0.03913992781566979], [1.64, 0.026678534434734433], [1.64, 0.030414747550793216], [1.64, 0.021907398988668617], [1.65, 0.052140752920221356], [1.65, 0.02454452847090441], [1.66, 0.016303379228927918], [1.66, 0.009940674347903094], [1.67, 0.009682833349173137], [1.67, 0.0059154405258740085], [1.67, 0.01960824152406576], [1.78, 0.022575688496753992], [1.8, 0.058384676427473144], [1.81, 0.05323171877227643], [1.81, 0.02302953073235695], [1.82, 0.05163372415460736], [1.83, 0.043893819803636415], [1.83, 0.017537025398922164], [1.85, 0.01462137885690783], [2.1, 0.03884655484724437], [2.11, 0.03475274690828775], [2.12, 0.07380773362322351], [2.13, 0.04104456285135628], [2.13, 0.06529007371909193], [2.15, 0.034144836810929384], [2.19, 0.01753503928835757], [2.2, 0.05817698738916086], [2.21, 0.0626882841703176], [2.21, 0.017470732375226325], [2.22, 0.021692610044759145], [2.22, 0.06124579244085976], [2.23, 0.06071895505055045], [2.24, 0.017918628496125136], [2.56, 0.015613097254282254], [2.57, 0.03259664198420028], [2.57, 0.016247031976272776], [2.58, 0.031664711447059235], [2.58, 0.04792138106602166], [2.59, 0.03442634328198313], [2.59, 0.04513390354675055], [2.6, 0.016422543887735237], [2.6, 0.01596162180230886], [2.78, 0.01845096219294573], [2.79, 0.06215910559832952], [2.8, 0.01783447362908137], [2.81, 0.05822934886942755], [2.81, 0.06459688434428461], [2.82, 0.021215333559216905], [2.83, 0.05649810020332643], [2.84, 0.01669882785043922], [3.08, 0.03724882236771801], [3.08, 0.03188067128195248], [3.09, 0.06615866330738954], [3.09, 0.03250509881893058], [3.1, 0.03194509333686397], [3.1, 0.037497715736004904], [3.11, 0.033971182386875014], [3.14, 0.03476965373299649], [3.14, 0.034742376421164206], [3.15, 0.03479818583312138], [3.15, 0.036407685036666526], [3.16, 0.05448835558218823], [3.16, 0.04568270391481491], [3.17, 0.048980863073488805], [3.18, 0.040049549535625006], [3.47, 0.08523759307635786], [3.48, 0.0584171809941893], [3.49, 0.036959607824834685], [3.49, 0.04473016272293214], [3.5, 0.03751237548684128], [3.5, 0.03796382116723823], [3.51, 0.03294437098082686], [3.51, 0.036480879355350236], [3.96, 1.0], [7.31, 0.17735545081235232], [7.32, 0.3627794176070191], [7.88, 0.11208259093191336], [7.88, 0.1048000749437939], [7.89, 0.09453428111424562], [7.9, 0.106556771760374], [8.27, 0.204612883486478], [8.27, 0.1904636638206851]]",SN1053693135,AZ10161092,[H][C@]1(CNC(=O)c2cc(S(N)(=O)=O)ccc2OC)CCCN1CC
1_SN0017662828,"[[0.82, 0.4385121316722242], [0.83, 1.0], [0.84, 0.4663614193025512], [1.34, 0.0284904318640475], [1.36, 0.118511130885111], [1.37, 0.21187752444904515], [1.37, 0.013144097162801936], [1.38, 0.04110725149338142], [1.38, 0.1938810135038049], [1.39, 0.11390715964054444], [1.4, 0.00816225213951665], [1.41, 0.009048192844845811], [1.41, 0.02798938640548525], [1.42, 0.034055321851637434], [1.43, 0.037009250498450726], [1.44, 0.03513217766760718], [1.45, 0.03578577294695711], [1.46, 0.013332079268169057], [1.47, 0.01232099362893317], [1.84, 0.021580876124404614], [1.84, 0.014664512759054033], [1.85, 0.01031224015009098], [1.85, 0.015296544976104418], [1.85, 0.02269526832240134], [1.86, 0.019635563797301057], [1.86, 0.014615473012057503], [1.87, 0.014611308500367827], [1.87, 0.02047203519815734], [2.24, 0.032071375380939834], [2.26, 0.033567024658724715], [2.27, 0.03454352701995096], [2.29, 0.03889709190761662], [2.4, 0.19992474486995268], [2.41, 0.24679286681097362], [2.42, 0.19241589648316648], [2.64, 0.009667417789421198], [2.65, 0.01031393286612041], [2.66, 0.005660312034929993], [2.67, 0.02858523405561379], [2.68, 0.018024178308560873], [2.69, 0.019065541899563686], [2.7, 0.017732887984115722], [2.71, 0.02462325031779512], [2.71, 0.028827666645076928], [2.72, 0.02521327016172785], [2.73, 0.04832746111046088], [2.73, 0.02601234669281356], [2.73, 0.021488415740454125], [2.74, 0.02571006884143066], [2.74, 0.03663138125078418], [2.75, 0.010784195227120796], [2.75, 0.015578616353568496], [2.76, 0.02699388970486028], [2.76, 0.012022537637794626], [2.77, 0.008171827635466518], [2.77, 0.004622871933616592], [2.77, 0.023601310111581054], [2.78, 0.022853921988584994], [2.78, 0.022052896210004266], [2.79, 0.01676656857339881], [2.79, 0.018175136732384654], [2.8, 0.010848182036189582], [2.8, 0.0105721347244915], [2.81, 0.008417080922697617], [2.81, 0.00877712756409067], [6.48, 0.09345265670094384], [6.49, 0.10104744513019548], [6.54, 0.09999667120899866], [6.55, 0.10930394270712285], [6.83, 0.07263818498225341], [6.85, 0.1278923310964768], [6.86, 0.06421874052346772], [9.29, 0.027592366757860923]]",SN0017662828,AZ10075521,[H][C@]1(N(CCC)CCC)CCc2cccc(O)c2C1
18_SN0029896558,"[[1.19, 0.20266391321914687], [1.2, 0.18249632131057836], [1.39, 0.004864010922735114], [1.41, 0.015049891893915118], [1.42, 0.014377728538847312], [1.44, 0.0036658477115951715], [1.44, 0.017758936425493182], [1.45, 0.0034532564029788786], [1.45, 0.004726242676428288], [1.46, 0.004394358825373247], [1.47, 0.008761378560483809], [1.48, 0.012284920361517704], [1.49, 0.010230708604479279], [1.5, 0.004305769504944325], [1.51, 0.006321236442144661], [1.53, 0.008546018212700747], [1.54, 0.014339041288614096], [1.55, 0.007173915412861399], [1.55, 0.007433402922439056], [1.56, 0.003024969273321361], [1.61, 0.007188206998332581], [1.62, 0.010936017314097865], [1.63, 0.020069346392607858], [1.64, 0.018092171357388765], [1.65, 0.0068870075190293045], [1.65, 0.008345670238126383], [1.67, 0.00349876324474741], [2.54, 0.07294157948202977], [2.54, 0.01759308366703218], [2.55, 0.06709709998981189], [2.56, 0.03844932174607882], [3.56, 0.010547102279337854], [3.57, 0.022748648251769206], [3.58, 0.0277339046750637], [3.59, 0.03186311979251211], [3.6, 0.02319056668465622], [3.61, 0.010307168338796819], [3.81, 1.0], [6.24, 0.14681764717780646], [6.46, 0.15750110379397445], [7.4, 0.06700804065581326], [7.41, 0.07798267186139725], [7.41, 0.07736440756237552], [7.42, 0.06965298270581477], [8.05, 0.08514869313846862], [8.07, 0.08353561655383207], [8.52, 0.11091325837059944], [8.53, 0.11704658623173878]]",SN0029896558,AZ10011678,COc1cc(N[C@@H](C)CCCN)c2ncccc2c1
9_SN0017963968,"[[2.6, 0.39974426955716913], [2.61, 0.5381254759372639], [2.62, 0.42360999618961787], [3.27, 0.4325115935249315], [3.28, 0.5894070956504366], [3.29, 0.38173695790900186], [7.41, 0.14866073831243518], [7.43, 0.41175532999405157], [7.44, 0.2833179685125883], [7.49, 0.49877549472093946], [7.5, 0.7507744701385838], [7.52, 0.36182127721772733], [7.74, 0.6604299434200126], [7.75, 0.6668018733808613], [7.82, 0.8873686811326876], [7.83, 0.9819921116931881], [7.83, 0.2875550022381885], [8.05, 1.0], [8.07, 0.8451411373368861]]",SN0017963968,AZ10175972,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1
31_SN0182236677,"[[1.57, 0.012014411606120755], [1.57, 0.011594734676030116], [1.58, 0.2220419308567239], [1.58, 0.13962048327985194], [1.59, 0.5282309960735582], [1.6, 0.12519484681093807], [1.6, 0.23129543071247494], [1.61, 0.01277859572397381], [1.61, 0.01630044199003051], [2.43, 0.11239453047764857], [2.43, 0.1274552562291219], [2.43, 0.013882334794213552], [2.44, 0.46873318577405826], [2.44, 0.16501327423925172], [2.45, 0.08368965299507855], [2.45, 0.14017948015259807], [2.45, 0.13354569806359687], [2.46, 0.014668078675080494], [3.84, 1.0], [5.54, 0.7904635625040333], [7.15, 0.016390258830541814], [7.15, 0.040335439627669285], [7.16, 0.2130551010445754], [7.16, 0.17254814300813923], [7.16, 0.16021461808002166], [7.16, 0.35790404035527384], [7.17, 0.4443497359756396], [7.18, 0.4935695400398516], [7.34, 0.6062284636661869], [7.35, 0.564585644155444], [7.36, 0.026828290196434512], [7.36, 0.08636877097038004], [7.36, 0.0702276416520893], [7.37, 0.015083297609533197], [7.37, 0.13331282845929388], [7.37, 0.08131523081335446], [7.58, 0.009062189691782071], [7.59, 0.16108987070725833], [7.59, 0.02089453906388321], [7.6, 0.08384470494269648], [7.6, 0.09629772223985698], [7.6, 0.07686202589555953], [7.6, 0.10618720509797312], [7.61, 0.021817335095667693], [7.61, 0.15130212012787758]]",SN0182236677,AZ10557846,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1
32_SN1003965023,"[[0.89, 0.9876182614423994], [0.9, 1.0], [2.37, 0.14427002486715315], [2.39, 0.15579528559810102], [2.4, 0.1708302221704484], [2.41, 0.17553032370666613], [2.61, 0.1083408100647076], [2.62, 0.13311949745069598], [2.62, 0.1242727786074369], [2.63, 0.3195952100209598], [2.64, 0.18825157437683093], [2.65, 0.11451651448097562], [2.65, 0.13752658025509867], [2.66, 0.1785693789591997], [2.67, 0.2039009558651498], [2.68, 0.09194349956054888], [2.69, 0.10829168415112313], [2.78, 0.012981285730661606], [2.78, 0.009326953477415011], [2.79, 0.06781910159535606], [2.79, 0.013312701741316428], [2.8, 0.13624040664403791], [2.81, 0.1110637224903133], [2.82, 0.06295298958097571], [2.84, 0.012518342318263527], [4.46, 0.12678821123590367], [4.47, 0.14494161557928495], [4.48, 0.15041371799586822], [4.48, 0.14492468358833235], [6.77, 0.7375357805723731], [6.78, 0.7770617349131526], [6.78, 0.6304547667326958], [6.8, 0.5547582512415998], [6.84, 0.24045134301388946], [6.85, 0.25301183858937665], [6.86, 0.16709165610816695], [6.86, 0.1669814343885648], [7.01, 0.6677527489470501], [7.02, 0.5805804699624889], [7.99, 0.41923688637258566], [8.25, 0.9977503818625085]]",SN1003965023,AZ10930573,[H]C(=O)Nc1cc([C@@H](O)CN[C@H](C)Cc2ccc(OC)cc2)ccc1O
24_SN1032939171,"[[0.97, 1.0], [0.98, 0.9631503637236136], [0.98, 0.9868766951339958], [0.99, 0.948844512904314], [2.65, 0.11769581642972188], [2.66, 0.12008235775869414], [2.67, 0.16975656408904163], [2.68, 0.1670370973125892], [2.7, 0.0070669472595131875], [2.71, 0.05869016011530164], [2.72, 0.14812040525943346], [2.73, 0.19964361766333077], [2.74, 0.14533276591801408], [2.75, 0.05697744815111263], [2.76, 0.005914399089291714], [2.78, 0.1567986834322959], [2.79, 0.16229019534745748], [2.8, 0.12643143083039435], [2.8, 0.13253391117819532], [4.0, 0.02166480121382428], [4.01, 0.020796280166109626], [4.01, 0.06341817776704987], [4.02, 0.03372486129270061], [4.02, 0.10993971549721042], [4.03, 0.08502906169371037], [4.03, 0.05867140814721447], [4.04, 0.2401035040743597], [4.05, 0.22917766620513033], [4.05, 0.047350900089462626], [4.06, 0.14723754240436462], [4.1, 0.1828862717345539], [4.11, 0.12496452295525819], [4.11, 0.1722988127988952], [4.12, 0.09056086372679852], [6.93, 0.25067007961539434], [6.94, 0.26665267853550906], [7.37, 0.17415019167575868], [7.39, 0.33376714623484227], [7.4, 0.2544226524075098], [7.44, 0.328265676177693], [7.45, 0.20811333765546863], [7.47, 0.07299157018145373], [7.48, 0.16203143315003912], [7.49, 0.3262416748116354], [7.51, 0.08119635940272737], [7.51, 0.16758714624265578], [7.83, 0.19009537837460208], [7.84, 0.18807076517629995], [8.22, 0.15696486337139431], [8.23, 0.14721463135674653]]",SN1032939171,AZ11942284,CC(C)NC[C@H](O)COc1cccc2ccccc12
41_SN1039545611,"[[1.53, 0.07557979394500637], [1.53, 0.05922553353550158], [1.55, 0.20332552316442448], [1.55, 0.08001854490940725], [1.55, 0.10847508835391596], [1.57, 0.2350486504993446], [1.58, 0.17461431678980716], [1.59, 0.09917607139919281], [1.6, 0.08129187716432693], [1.73, 0.09150221183650725], [1.74, 0.1319118108348435], [1.74, 0.22646143989919176], [1.76, 0.09302143873247205], [1.76, 0.2087697770411179], [2.15, 0.11501719825645261], [2.17, 0.27185074595365977], [2.19, 0.15815847105367836], [2.42, 0.3683207065304092], [2.43, 0.4222968875552876], [2.43, 0.40149476358899067], [2.44, 0.2895126867002595], [2.45, 0.2985248257515306], [2.76, 0.35975077468618816], [2.77, 0.31164704576585456], [2.78, 0.3191281124147826], [2.97, 0.2750095163981087], [2.99, 0.27579784007946384], [3.33, 0.10381925429714502], [3.33, 0.04823057857017783], [3.34, 0.05338848927498909], [3.35, 0.19747313999560379], [3.35, 0.09807240727562785], [3.36, 0.04565447087462758], [3.36, 0.09404837339617997], [3.37, 0.09356082241640529], [3.38, 0.040411113234904976], [7.25, 0.23164431400597454], [7.27, 0.3528128795756628], [7.28, 0.24715898569560957], [7.31, 0.5135153730095915], [7.32, 1.0], [7.34, 0.528930091328907], [7.54, 0.38068211916177985], [7.55, 0.4026061244917139], [7.82, 0.24352398565587777], [7.83, 0.301036475062635], [7.84, 0.20433232070250923], [7.85, 0.20632689056095826], [8.02, 0.4828720195237811], [8.03, 0.5280113123950948], [8.84, 0.28251460331538714], [8.85, 0.2818476163111417]]",SN1039545611,AZ10139651,Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1
3_SN1044728308,"[[0.94, 0.4470839790904233], [0.95, 1.0], [0.96, 0.4566163817644705], [2.47, 0.10174722164789086], [2.48, 0.3315810080106382], [2.49, 0.3674605230774699], [2.5, 0.9592954529545723], [3.24, 0.04546451547452945], [3.25, 0.09179762164286687], [3.27, 0.08811349825827755], [3.28, 0.042637130843216284], [6.53, 0.25141104133323366], [6.55, 0.26747682693284497], [7.51, 0.23679496379710474], [7.53, 0.23784239793342382]]",SN1044728308,AZ10201976,CCN(CC)CCNC(=O)c1ccc(N)cc1
17_SN0029578999,"[[0.92, 0.4863707330404429], [0.93, 1.0], [0.95, 0.4809245821042236], [2.48, 0.1434795805393753], [2.49, 0.45145180786491973], [2.5, 0.47265858939452715], [2.51, 0.1320328596245878], [2.67, 0.11299865569593717], [2.68, 0.2637465171292184], [2.69, 0.11699859520572088], [4.16, 0.1254458642149847], [4.17, 0.28156184130038464], [4.18, 0.12311155477649424], [6.55, 0.273148913425676], [6.57, 0.27165434562510876], [7.61, 0.2554538866699232], [7.62, 0.24029649590247656]]",SN0029578999,AZ10006736,CCN(CC)CCOC(=O)c1ccc(N)cc1
37_SN1071859848,"[[1.8, 0.6314238030927427], [2.12, 1.0], [2.25, 0.01362465374141842], [2.26, 0.015674613295346577], [2.27, 0.028994647583080922], [2.27, 0.01542994736704625], [2.28, 0.017584174137505917], [2.29, 0.01841924930805501], [2.3, 0.017010406582861112], [2.51, 0.011877859508402377], [2.51, 0.037702968680008504], [2.52, 0.014894493445757676], [2.53, 0.01732812944886483], [2.53, 0.01729630520776605], [2.54, 0.03059548966455945], [3.67, 0.01781213125965746], [3.67, 0.015667367281757796], [3.68, 0.017361155048245654], [3.69, 0.03411225490953861], [3.7, 0.018942090663668934], [3.7, 0.0602434528803947], [3.71, 0.017930757632318592], [3.75, 0.6918752165559486], [4.24, 0.018284236349252143], [4.25, 0.018884716207575914], [4.25, 0.022277488821357477], [4.26, 0.03225522604899937], [4.27, 0.017454217995231152], [4.28, 0.020171554727313756], [4.29, 0.016716839082819], [4.96, 0.11079766056435125], [4.97, 0.1339564329818638], [5.09, 0.1094874492334856], [5.1, 0.0921979792618389], [6.89, 0.16789551822428628], [6.91, 0.17320955074072691], [7.33, 0.027705849928507484], [7.34, 0.05772066450947271], [7.35, 0.03204174137648399], [7.41, 0.16838759156517227], [7.42, 0.15320015932776515], [7.57, 0.029340422742667856], [7.59, 0.049489546835000654], [7.6, 0.031202863339524215], [7.66, 0.06121045849732658], [7.67, 0.043285691101733186], [7.69, 0.06228571958981484], [7.7, 0.05206206018136077]]",SN1071859848,AZ10180667,[H][C@]1(OC(C)=O)C(=O)N(CCN(C)C)c2ccccc2S[C@@]1([H])c1ccc(OC)cc1
5_SN1053574084,"[[2.01, 1.0], [2.21, 0.0035977017116030634], [2.31, 0.025247002385853753], [5.99, 0.03294415646278499], [6.0, 0.07455666425635488], [6.01, 0.035210994519936166], [6.68, 0.060208375075190605], [6.7, 0.06178653434455129], [6.86, 0.028914913268134147], [6.87, 0.049615494757275315], [6.88, 0.03327937902618198], [7.1, 0.03346076627302895], [7.11, 0.0396872247197048], [7.13, 0.029424225449853784], [7.22, 0.04564863662694334], [7.23, 0.10967030232240171], [7.24, 0.062450459948052664], [7.32, 0.020467848699942948], [7.33, 0.06543637486912526], [7.35, 0.048673958941051435], [7.37, 0.04253707242559389], [7.38, 0.05705373927831336], [7.4, 0.021658495861269948], [7.45, 0.05293108401124098], [7.46, 0.0475043362283276]]",SN1053574084,AZ12129293,[H]/C(CCN(C)C)=C1/c2ccccc2COc2ccccc21
43_SN1075832064,"[[2.06, 0.07881835547942524], [2.06, 0.06647951629548404], [2.07, 0.06001713244278381], [2.07, 0.04037149600698936], [2.08, 0.0773097710736804], [2.08, 0.08067239549234774], [2.09, 0.08297125906133716], [2.1, 0.08194355446453966], [2.1, 0.09504016047798078], [2.4, 0.10181636224179973], [2.4, 0.07264252463535674], [2.41, 0.07653186040177434], [2.42, 0.07314764447178052], [2.42, 0.1803054038284683], [2.43, 0.08777008349528098], [2.51, 0.07991008967717791], [2.52, 0.10030814106066493], [2.52, 0.0764977876535293], [2.53, 0.09455761554583135], [2.54, 0.07462953448171077], [2.55, 0.09998452078169408], [2.55, 0.0665243990663639], [2.56, 0.08047413018811786], [2.62, 0.11925699552642398], [2.63, 0.0929319753707485], [2.63, 0.12983358000774767], [2.64, 0.19720678116875293], [2.65, 0.08920346043559617], [2.65, 0.09886675320862238], [2.66, 0.0728413938643382], [4.07, 0.4125635007848191], [4.08, 0.41869051979946936], [5.76, 0.3663558165537734], [5.76, 0.3519691330429895], [5.95, 0.8306714470040888], [5.97, 0.9018043229989429], [6.12, 0.36635207276332654], [6.13, 0.33461914471268184], [6.21, 0.7647861946837347], [6.22, 0.8479027625414928], [6.69, 1.0], [6.7, 0.9338655485529739], [7.13, 0.7789781269234123], [7.14, 0.7756782195967117]]",SN1075832064,AZ12093396,[H][C@@]1([C@]2([H])c3cc4c(cc3CCN2C)OCO4)OC(=O)c2c1ccc1c2OCO1
12_SN1000092245,"[[3.43, 0.29608819896726907], [3.74, 1.0], [6.63, 0.05943857002866019], [6.64, 0.06025170897419355], [6.65, 0.09178307691107426], [6.65, 0.09035284180242482], [6.7, 0.23046079139197853], [6.71, 0.14970124940397195], [6.81, 0.14427286099451736], [6.81, 0.15153848476118614]]",SN1000092245,AZ10117523,COc1cc(CC(=O)O)ccc1O
21_SN0038778196,"[[0.79, 0.4586266886220153], [0.81, 1.0], [0.82, 0.49724410181797396], [1.32, 0.03027176636439844], [1.33, 0.12896130401827313], [1.34, 0.22007835112613172], [1.36, 0.21839734672343025], [1.37, 0.12356359214399663], [1.38, 0.027832186162430182], [1.39, 0.01340815607656264], [1.4, 0.015006743612847161], [1.41, 0.03921755356804655], [1.42, 0.04083826719334801], [1.43, 0.03981395573591686], [1.44, 0.03939384952970813], [1.45, 0.014587159956332295], [1.46, 0.015183894885567355], [1.83, 0.016020403546152143], [1.84, 0.025218345185159193], [1.85, 0.01430740382297821], [1.86, 0.023222519176687023], [1.87, 0.01726502612853667], [2.36, 0.2340251305126158], [2.37, 0.09365459682861535], [2.39, 0.20964788070772852], [2.53, 0.024187786168637367], [2.54, 0.18579048739718762], [2.55, 0.03331471096220247], [2.56, 0.051445616634470274], [2.57, 0.09064969783449225], [2.59, 0.021055089548506926], [2.6, 0.01810133301613162], [2.61, 0.04515000814857618], [2.62, 0.052531679221073574], [2.64, 0.026760314945049116], [2.64, 0.014267705281216505], [2.65, 0.02694901228842462], [2.66, 0.034930252443978974], [2.69, 0.015913778397539043], [2.69, 0.02037751685287591], [2.76, 0.015540315267008567], [2.77, 0.015077138163175598], [2.78, 0.02657489237546735], [2.78, 0.026325170002199763], [2.8, 0.010540052788967238], [2.8, 0.01085731128137135], [6.44, 0.15948878149259965], [6.45, 0.09164736879829564], [6.46, 0.08930497390709197], [6.79, 0.1354826602413358], [6.81, 0.12784678520053125]]",SN0038778196,AZ10525406,[H][C@]1(N(CCC)CCC)CCc2ccc(O)cc2C1
23_SN1019273220,"[[1.69, 0.14707090105873633], [1.72, 0.16369172251395295], [1.97, 0.5561739972847056], [2.07, 0.05207911170807532], [2.08, 0.05816162329165469], [2.08, 0.059575158158460664], [2.09, 0.04822585412305619], [2.1, 0.06394182540596693], [2.11, 0.04596273351263787], [2.15, 1.0], [3.02, 0.08303435928245552], [3.03, 0.1047456940037154], [3.03, 0.07894111433748456], [3.04, 0.06306411985743608], [5.05, 0.05270833761469359], [5.06, 0.11664146588926123], [5.07, 0.05304779856961889], [7.16, 0.03280908323371719], [7.17, 0.1069767569295051], [7.19, 0.16304094243424672], [7.2, 0.09681011181317714], [7.21, 0.045811580609473386], [7.49, 0.1326462954709206], [7.5, 0.11677154525359616], [7.96, 0.41252904677058577], [8.03, 0.0949308138971359], [8.04, 0.11234468181993236]]",SN1019273220,AZ10828756,[H][C@@]1(OC(=O)c2c[nH]c3ccccc23)C[C@]2([H])CC[C@]([H])(C1)N2C
10_SN1006043322,"[[2.06, 1.0], [2.26, 0.902555448095443], [3.81, 0.11273432008081273], [6.17, 0.004316099329672853], [7.09, 0.07009340889270232], [7.1, 0.13393228430488222], [7.11, 0.11162722956255197]]",SN1006043322,AZ10218817,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C
25_SN1051639941,"[[0.97, 0.48173321350851966], [0.98, 1.0], [0.99, 0.4864358078211433], [2.51, 0.3550261918800739], [3.29, 0.06157426403168947], [3.3, 0.13162920685342658], [3.31, 0.14885642676556854], [3.32, 0.05829185810290802], [3.83, 0.9635686049072684], [6.5, 0.3255272970546666], [7.88, 0.36951747764666815]]",SN1051639941,AZ10626718,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC
