SMILES,sample-id,1H_NMR,13C_NMR,HSQC,COSY
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,AZ10175972,"[[2.6, 0.39974426955716913], [2.61, 0.5381254759372639], [2.62, 0.42360999618961787], [3.27, 0.4325115935249315], [3.28, 0.5894070956504366], [3.29, 0.38173695790900186], [7.41, 0.14866073831243518], [7.43, 0.41175532999405157], [7.44, 0.2833179685125883], [7.49, 0.49877549472093946], [7.5, 0.7507744701385838], [7.52, 0.36182127721772733], [7.74, 0.6604299434200126], [7.75, 0.6668018733808613], [7.82, 0.8873686811326876], [7.83, 0.9819921116931881], [7.83, 0.2875550022381885], [8.05, 1.0], [8.07, 0.8451411373368861]]","[198.12, 173.92, 144.61, 138.96, 135.31, 129.17, 128.65, 128.45, 127.04, 126.96, 33.19, 27.96]","[[2.61, 28.31], [3.28, 33.59], [7.43, 128.87], [7.5, 129.75], [7.74, 127.64], [7.82, 127.47], [8.06, 129.23]]","[[2.61, 3.28], [2.61, 2.62], [3.27, 2.62], [3.29, 3.28], [7.43, 7.54], [7.43, 7.43], [7.5, 7.4], [7.5, 7.74], [7.51, 7.51], [7.73, 7.76], [7.74, 7.51], [7.82, 8.07], [7.84, 7.83], [8.06, 7.83], [8.07, 8.07]]"
O=C(O)c1ccccc1Nc1ccccc1,AZ10034756,"[[6.76, 0.21417621920894622], [6.77, 0.4767433089600741], [6.79, 0.23087119462435501], [7.05, 0.21811597763410567], [7.07, 0.46659308780217695], [7.08, 0.2577076167469658], [7.21, 0.35846085246378956], [7.23, 1.0], [7.24, 0.866240617001911], [7.34, 0.6464654262562586], [7.35, 0.6555853989368271], [7.36, 0.529435240934512], [7.38, 0.3878868687713212], [7.39, 0.18500280005615363], [7.9, 0.358348790178936], [7.91, 0.33631721745526605]]","[170.05, 147.07, 140.56, 134.27, 131.97, 129.59, 123.19, 121.45, 117.52, 113.82, 112.64]","[[6.77, 117.97], [7.06, 123.6], [7.22, 114.28], [7.23, 122.02], [7.35, 130.1], [7.38, 134.68], [7.9, 132.39], [7.9, 132.57]]","[[6.76, 7.91], [6.77, 6.79], [6.78, 7.91], [6.79, 7.4], [7.06, 7.36], [7.07, 7.08], [7.24, 7.24], [7.35, 7.36], [7.37, 7.24], [7.37, 7.08], [7.4, 6.79], [7.9, 6.79], [7.91, 7.91]]"
